,City,Lat,Lng,Temp,Humidity,Cloudiness,Wind Speed,Country,Date
35,atuona,-9.8,-139.03,78.66,79,33,25.19,PF,1599248501
36,port elizabeth,-33.92,25.57,66.2,52,0,32.21,ZA,1599248502
37,carnarvon,-24.87,113.63,62.6,100,0,9.17,AU,1599248405
38,norman wells,65.28,-126.83,48.2,81,75,2.24,CA,1599248502
39,te anau,-45.42,167.72,42.08,86,13,3.71,NZ,1599248502
40,cururupu,-1.83,-44.87,82.92,68,4,4.68,BR,1599248234
41,hithadhoo,-0.6,73.08,82.24,77,63,16.28,MV,1599248503
42,puerto ayora,-0.74,-90.35,73.24,61,20,17.22,EC,1599248503
43,dikson,73.51,80.55,42.37,88,100,10.51,RU,1599248470
44,grand gaube,-20.01,57.66,68.0,72,40,17.22,MU,1599248504
46,san carlos,9.66,-68.58,82.49,84,85,2.86,VE,1599248293
47,cape town,-33.93,18.42,57.47,82,20,10.29,ZA,1599248504
49,ventersburg,-28.09,27.14,61.66,32,0,5.28,ZA,1599248505
50,victoria,22.29,114.16,82.65,79,29,8.99,HK,1599248451
51,fortuna,40.6,-124.16,63.5,87,75,8.05,US,1599248496
52,hobart,-42.88,147.33,48.81,70,51,3.36,AU,1599248505
53,port alfred,-33.59,26.89,71.26,59,0,8.99,ZA,1599248505
54,mar del plata,-38.0,-57.56,60.8,61,40,12.75,AR,1599248411
55,pevek,69.7,170.31,34.9,87,82,4.25,RU,1599248422
57,santa cruz cabralia,-16.28,-39.02,78.8,65,20,8.05,BR,1599248335
58,provideniya,64.38,-173.3,41.83,67,20,2.37,RU,1599248507
59,busselton,-33.65,115.33,60.08,80,95,12.01,AU,1599248507
60,preobrazheniye,42.9,133.91,62.46,88,5,3.67,RU,1599248508
61,minot,48.23,-101.3,72.99,27,1,19.46,US,1599248338
62,vanavara,60.34,102.28,55.15,94,72,0.85,RU,1599248508
63,tiksi,71.69,128.87,45.36,87,94,6.22,RU,1599248423
65,tenenkou,14.46,-4.92,86.58,58,64,4.85,ML,1599248510
66,naron,43.52,-8.15,68.0,94,75,9.17,ES,1599248511
67,kolomna,55.08,38.78,60.75,62,100,6.71,RU,1599248511
68,yellowknife,62.46,-114.35,53.76,52,20,2.24,CA,1599248511
69,severo-kurilsk,50.68,156.12,51.15,79,48,5.57,RU,1599248511
70,thompson,55.74,-97.86,55.4,66,75,11.41,CA,1599248512
71,adrar,20.5,-10.07,98.58,25,60,10.11,MR,1599248512
72,tateyama,34.98,139.87,80.74,83,0,8.05,JP,1599248512
73,saint-philippe,-21.36,55.77,62.1,82,75,4.7,RE,1599248513
74,beringovskiy,63.05,179.32,46.36,65,99,14.76,RU,1599248513
75,tasiilaq,65.61,-37.64,42.8,60,75,13.87,GL,1599248513
76,qaqortoq,60.72,-46.03,46.4,93,75,5.82,GL,1599248514
77,butaritari,3.07,172.79,82.38,71,30,6.17,KI,1599248398
78,gitarama,-2.07,29.76,67.46,50,68,1.21,RW,1599248515
80,rikitea,-23.12,-134.97,72.39,81,8,12.26,PF,1599248398
81,cruzeiro do sul,-29.51,-51.99,68.7,63,0,5.23,BR,1599248516
82,poum,-20.23,164.02,69.28,68,69,16.8,NC,1599248517
83,cherskiy,68.75,161.3,37.42,79,22,4.32,RU,1599248517
84,los llanos de aridane,28.66,-17.92,72.03,73,20,5.82,ES,1599248422
85,santa cruz,-17.8,-63.17,86.68,42,40,13.87,BO,1599248518
86,tilichiki,60.47,166.1,37.85,77,0,10.07,RU,1599248518
87,qaanaaq,77.48,-69.36,28.11,85,0,2.26,GL,1599248403
88,riyadh,24.69,46.72,93.2,23,45,2.24,SA,1599248519
89,high rock,26.62,-78.28,87.8,74,40,6.93,BS,1599248519
90,taoudenni,22.68,-3.98,95.5,32,53,15.43,ML,1599248519
91,tuatapere,-46.13,167.68,43.0,89,0,4.88,NZ,1599248520
92,padang,-0.95,100.35,76.69,80,100,3.13,ID,1599248453
93,bambous virieux,-20.34,57.76,68.0,72,40,17.22,MU,1599248468
94,campbellton,48.01,-66.67,72.72,38,0,11.27,CA,1599248521
95,khatanga,71.97,102.5,34.77,93,10,7.76,RU,1599248521
96,foso,5.7,-1.29,72.55,88,36,4.56,GH,1599248522
97,ribeira grande,38.52,-28.7,75.2,69,40,20.8,PT,1599248423
98,stephenville,32.22,-98.2,80.6,69,40,6.93,US,1599248523
100,mareeba,-17.0,145.43,63.5,83,38,4.7,AU,1599248524
101,klaksvik,62.23,-6.59,48.2,100,100,21.92,FO,1599248429
102,bethanien,-26.5,17.16,67.66,23,19,11.39,NA,1599248524
103,kollam,8.88,76.6,84.2,83,75,2.24,IN,1599248525
104,chokurdakh,70.63,147.92,34.03,89,0,10.74,RU,1599248413
105,souillac,-20.52,57.52,68.0,72,40,17.22,MU,1599248526
106,dudinka,69.41,86.18,37.4,86,0,17.9,RU,1599248526
107,vao,-22.67,167.48,66.27,66,59,19.06,NC,1599248526
108,yinchuan,38.47,106.27,72.43,22,100,1.74,CN,1599248527
109,broome,42.25,-75.83,73.04,46,40,11.41,US,1599248527
110,aksarka,66.56,67.8,38.59,87,0,7.65,RU,1599248445
111,albany,42.6,-73.97,74.68,58,21,4.0,US,1599248519
112,upernavik,72.79,-56.15,36.46,74,0,10.98,GL,1599248424
113,port hedland,-20.32,118.57,59.0,82,21,3.36,AU,1599248528
114,bandarbeyla,9.49,50.81,75.49,82,51,25.46,SO,1599248528
116,naze,28.37,129.48,80.6,94,100,12.75,JP,1599248529
117,deputatskiy,69.3,139.9,39.11,98,100,3.94,RU,1599248529
118,pavlodar,52.3,76.95,48.2,70,13,6.71,KZ,1599248530
120,faanui,-16.48,-151.75,77.41,79,1,20.18,PF,1599248531
121,kapaa,22.08,-159.32,75.2,100,90,9.17,US,1599248400
124,qiongshan,20.01,110.35,77.0,94,85,6.33,CN,1599248531
125,mana,5.66,-53.78,83.1,78,0,10.22,GF,1599248532
126,melfort,52.87,-104.62,66.2,45,75,11.41,CA,1599248532
127,kulhudhuffushi,6.62,73.07,82.31,78,70,16.33,MV,1599248532
128,ordu,40.91,37.68,78.8,83,75,13.87,TR,1599248254
129,namibe,-15.2,12.15,63.52,70,0,7.65,AO,1599248534
130,fairbanks,64.84,-147.72,47.07,87,90,10.29,US,1599248432
131,xapuri,-10.65,-68.5,93.2,49,40,5.82,BR,1599248535
133,piranshahr,36.7,45.14,64.51,38,0,5.53,IR,1599248535
134,campos novos,-27.4,-51.23,70.83,64,29,3.62,BR,1599248536
135,saint-francois,46.42,3.91,74.19,50,0,3.36,FR,1599248536
136,arraial do cabo,-22.97,-42.03,85.75,54,0,10.29,BR,1599248343
137,sitka,57.05,-135.33,55.4,87,75,5.82,US,1599248508
138,taltal,-25.4,-70.48,60.71,59,22,4.76,CL,1599248537
139,cabo san lucas,22.89,-109.91,92.14,55,5,5.82,MX,1599248423
140,lebu,-37.62,-73.65,51.89,63,100,6.89,CL,1599248490
141,nemuro,43.32,145.57,62.47,93,98,8.59,JP,1599248538
142,hilo,19.73,-155.09,76.08,54,1,4.7,US,1599248323
143,kumluca,36.37,30.29,86.56,40,0,4.45,TR,1599248538
144,east london,-33.02,27.91,73.42,60,0,19.28,ZA,1599248539
145,kaseda,31.42,130.32,77.79,83,99,10.63,JP,1599248539
146,masallatah,32.62,14.0,75.43,90,0,18.66,LY,1599248539
147,nador,35.17,-2.93,76.17,78,75,8.05,MA,1599248540
148,kalbay,5.72,125.5,78.55,76,25,3.71,PH,1599248540
149,kavieng,-2.57,150.8,82.92,74,100,8.48,PG,1599248540
150,magadan,59.57,150.8,50.61,90,100,4.63,RU,1599248541
151,shimoda,34.67,138.95,73.0,89,2,4.54,JP,1599248518
152,kitimat,54.05,-128.65,63.0,85,99,1.01,CA,1599248437
153,sao jose da coroa grande,-8.9,-35.15,75.27,78,73,10.71,BR,1599248541
154,okhotsk,59.38,143.3,50.99,89,100,6.6,RU,1599248542
155,san fernando,15.03,120.69,81.99,83,75,3.36,PH,1599248543
156,hasaki,35.73,140.83,77.0,94,75,5.82,JP,1599248543
157,castro,-24.79,-50.01,72.84,58,94,2.53,BR,1599248543
158,saskylakh,71.92,114.08,43.14,92,100,14.72,RU,1599248545
159,angoche,-16.23,39.91,72.63,70,93,13.67,MZ,1599248546
161,porto novo,6.5,2.6,78.8,88,20,14.99,BJ,1599248547
162,mangan,27.52,88.53,75.69,59,89,1.12,IN,1599248548
164,saint-louis,16.33,-15.0,87.8,62,100,2.24,SN,1599248548
165,oktyabrskoye,43.06,44.74,64.4,77,0,8.95,RU,1599248549
166,marquette,46.53,-87.63,64.65,41,79,8.01,US,1599248549
167,tulum,20.22,-87.47,87.93,70,75,12.75,MX,1599248490
168,yei,4.09,30.68,67.68,92,40,1.59,SS,1599248549
169,tabas,33.6,56.92,82.4,13,0,4.7,IR,1599248550
170,tura,25.52,90.22,75.51,88,100,2.98,IN,1599248453
172,kingisepp,59.37,28.61,56.32,93,100,5.66,RU,1599248551
173,turukhansk,65.82,87.98,52.52,71,95,17.07,RU,1599248394
174,mobaye,4.32,21.18,72.01,92,40,1.86,CF,1599248551
175,hauterive,46.09,3.45,75.81,47,0,4.7,FR,1599248552
176,egvekinot,66.32,-179.17,37.08,79,90,5.06,RU,1599248552
177,caravelas,-17.71,-39.25,75.56,70,0,5.91,BR,1599248552
178,bozeman,45.68,-111.04,79.63,19,1,6.4,US,1599248364
180,general roca,-39.03,-67.58,55.4,37,97,3.0,AR,1599248553
181,suhbaatar,50.23,106.21,54.91,83,99,2.93,MN,1599248553
182,longyearbyen,78.22,15.64,48.2,87,75,6.93,SJ,1599248554
183,sabya,17.15,42.63,89.6,79,0,3.36,SA,1599248554
184,pringsewu,-5.36,104.97,72.68,93,81,2.95,ID,1599248554
185,nosy varika,-20.58,48.53,63.41,87,20,9.28,MG,1599248555
186,camopi,3.17,-52.32,88.75,52,100,3.62,GF,1599248555
187,richards bay,-28.78,32.04,66.2,78,7,11.95,ZA,1599248555
188,villablino,42.94,-6.32,70.3,48,0,5.99,ES,1599248555
189,nizhniy kuranakh,58.84,125.49,47.82,94,100,3.4,RU,1599248556
190,kodinsk,58.69,99.18,58.26,93,100,2.13,RU,1599248556
192,luderitz,-26.65,15.16,58.41,71,78,8.7,NA,1599248556
193,sioux lookout,50.1,-91.92,59.0,72,75,8.05,CA,1599248518
194,georgetown,5.41,100.34,75.96,94,20,3.36,MY,1599248272
195,chapada dos guimaraes,-15.46,-55.75,102.2,12,72,6.93,BR,1599248557
196,anshun,26.25,105.93,65.01,99,85,3.6,CN,1599248557
197,menongue,-14.66,17.69,67.73,27,1,5.97,AO,1599248558
199,port-gentil,-0.72,8.78,77.0,83,75,18.7,GA,1599248374
200,san quintin,30.48,-115.95,80.42,57,3,13.02,MX,1599248558
201,sulangan,11.14,123.72,84.27,72,88,1.05,PH,1599248559
202,guerrero negro,27.98,-114.06,82.09,55,0,13.96,MX,1599248559
203,sorland,67.67,12.69,55.4,93,75,3.36,NO,1599248559
204,sarkand,45.41,79.92,53.13,67,0,0.85,KZ,1599248560
205,esperance,-33.87,121.9,51.8,100,0,14.99,AU,1599248560
207,tual,-5.67,132.75,80.02,83,96,21.09,ID,1599248560
208,quatre cocos,-20.21,57.76,68.0,72,40,17.22,MU,1599248561
209,nantucket,41.28,-70.1,75.2,83,1,11.41,US,1599248357
210,saint-raymond,45.47,-73.61,70.54,46,75,17.22,CA,1599248561
211,ponta do sol,32.67,-17.1,71.19,69,75,5.82,PT,1599248561
212,muslyumovo,55.3,53.19,47.66,83,0,3.27,RU,1599248562
213,alofi,-19.06,-169.92,73.4,73,98,11.41,NU,1599248562
214,komsomolskiy,40.43,71.72,69.8,43,0,6.93,UZ,1599248562
215,namatanai,-3.67,152.43,79.38,81,100,8.68,PG,1599248562
216,kishi,9.08,3.85,73.11,93,94,5.03,NG,1599248563
217,oriximina,-1.77,-55.87,95.7,33,91,6.46,BR,1599248563
218,suwannaphum,15.6,103.8,84.0,85,100,4.81,TH,1599248563
219,pietersburg,-23.9,29.47,57.2,71,0,2.24,ZA,1599248426
220,benjamin hill,30.17,-111.1,100.15,46,0,3.0,MX,1599248564
221,beira,-19.84,34.84,73.4,69,20,17.22,MZ,1599248564
222,cidreira,-30.18,-50.21,57.87,73,6,6.4,BR,1599248564
223,kahului,20.89,-156.47,81.93,48,20,16.11,US,1599248541
225,leningradskiy,69.38,178.42,34.27,92,100,6.15,RU,1599248525
226,kyshtovka,56.55,76.63,43.99,96,98,9.57,RU,1599248565
227,antofagasta,-23.65,-70.4,59.0,62,20,13.87,CL,1599248565
229,toamasina,-18.17,49.38,66.2,88,40,9.17,MG,1599248502
230,haines junction,60.75,-137.51,50.18,51,100,4.23,CA,1599248566
231,nanortalik,60.14,-45.24,45.12,88,100,15.82,GL,1599248566
232,viesca,25.35,-102.8,87.64,38,40,6.93,MX,1599248567
233,lezajsk,50.26,22.42,67.32,68,75,8.05,PL,1599248567
234,kijang,35.24,129.21,69.8,83,100,5.82,KR,1599248530
236,pangnirtung,66.15,-65.71,48.2,66,20,11.41,CA,1599248568
237,kabwe,-14.45,28.45,58.64,41,0,5.12,ZM,1599248568
238,villa bruzual,9.33,-69.12,84.38,77,68,2.89,VE,1599248568
239,lamu,-2.27,40.9,75.9,78,65,17.02,KE,1599248569
240,duzce,40.84,31.16,69.01,82,99,5.03,TR,1599248569
241,ola,59.58,151.28,50.18,84,100,3.62,RU,1599248569
242,tal,35.48,72.24,57.33,60,3,2.21,PK,1599248570
243,torbay,47.67,-52.73,69.6,73,75,17.22,CA,1599248570
244,sao miguel do tapuio,-5.5,-41.32,93.58,23,64,7.76,BR,1599248570
245,marshall,34.38,-86.33,87.71,58,40,9.17,US,1599248571
246,chumikan,54.72,135.31,52.09,92,100,13.0,RU,1599248571
249,bonthe,7.53,-12.51,77.43,86,100,6.76,SL,1599248572
250,lima,-12.04,-77.03,64.4,68,75,8.05,PE,1599248282
251,salalah,17.02,54.09,78.8,88,75,9.17,OM,1599248573
252,bathsheba,13.22,-59.52,86.0,74,40,14.99,BB,1599248573
253,harper,4.38,-7.72,75.81,88,63,10.78,LR,1599248573
255,huilong,31.81,121.66,73.99,80,0,6.46,CN,1599248574
256,alta floresta,-9.88,-56.09,100.4,17,40,4.7,BR,1599248574
257,belluno,46.15,12.22,65.48,86,2,3.56,IT,1599248574
258,akyab,20.15,92.9,82.11,84,100,6.4,MM,1599248575
259,kungurtug,50.6,97.52,49.53,85,58,2.26,RU,1599248575
260,strathmore,51.05,-113.39,73.9,37,20,10.29,CA,1599248575
261,hambantota,6.12,81.12,78.8,100,40,10.29,LK,1599248576
262,saint anthony,45.02,-93.22,70.68,40,20,10.29,US,1599248576
263,odesskoye,54.21,72.97,46.89,81,97,11.23,RU,1599248577
265,pogar,52.55,33.26,61.77,91,100,1.63,RU,1599248577
266,saint-augustin,51.23,-58.65,65.8,86,86,21.07,CA,1599248473
267,colares,38.8,-9.45,76.33,33,0,21.92,PT,1599248577
268,inhambane,-23.86,35.38,66.2,82,20,6.93,MZ,1599248578
269,acaponeta,22.5,-105.36,97.48,47,17,5.99,MX,1599248578
270,marsa matruh,31.35,27.25,78.8,88,0,6.93,EG,1599248578
271,arman,59.7,150.17,49.95,85,100,3.27,RU,1599248579
272,qasigiannguit,68.82,-51.19,42.8,81,75,8.05,GL,1599248579
273,tutoia,-2.76,-42.27,80.87,73,2,12.82,BR,1599248579
274,port blair,11.67,92.75,82.4,80,95,6.11,IN,1599248580
275,jian,27.12,114.98,69.21,94,100,2.35,CN,1599248580
276,contamana,-7.33,-75.02,96.66,32,85,3.96,PE,1599248580
278,durban,-29.86,31.03,66.2,82,20,12.75,ZA,1599248510
279,buala,-8.14,159.59,79.47,81,34,9.17,SB,1599248582
280,carnot,4.94,15.87,71.96,90,100,1.5,CF,1599248582
281,hami,42.8,93.45,69.53,42,0,7.7,CN,1599248583
282,bama,11.52,13.69,78.26,75,1,2.95,NG,1599248583
283,tahta,26.77,31.5,88.92,26,2,4.7,EG,1599248587
284,brownwood,31.71,-98.99,80.6,65,90,10.29,US,1599248588
285,gimli,50.63,-96.99,64.0,51,0,7.0,CA,1599248555
286,cayenne,4.93,-52.33,86.0,62,0,9.17,GF,1599248489
287,opuwo,-18.06,13.84,69.17,39,32,5.86,NA,1599248591
288,durusu,41.31,28.68,72.18,68,40,18.34,TR,1599248592
289,avera,33.19,-82.53,93.42,47,40,10.29,US,1599248593
290,mehamn,71.04,27.85,57.2,82,20,6.93,NO,1599248593
292,iqaluit,63.75,-68.51,48.2,57,20,3.36,CA,1599248346
293,quixeramobim,-5.2,-39.29,91.18,30,40,3.65,BR,1599248596
295,katsuura,35.13,140.3,80.55,83,0,8.05,JP,1599248597
296,siderno,38.28,16.3,74.35,53,0,9.17,IT,1599248597
297,heihe,50.24,127.49,57.2,87,75,22.37,CN,1599248598
298,irupi,-20.35,-41.64,73.98,46,31,2.62,BR,1599248598
299,kota belud,6.35,116.43,77.0,94,20,6.93,MY,1599248599
300,rocha,-34.48,-54.33,59.9,76,38,8.39,UY,1599248367
301,bredasdorp,-34.53,20.04,53.6,81,0,6.08,ZA,1599248599
302,talnakh,69.49,88.4,37.4,86,0,17.9,RU,1599248600
303,rimavska sobota,48.38,20.02,60.8,78,0,2.42,SK,1599248600
304,jumla,29.27,82.18,59.38,68,83,1.95,NP,1599248601
306,santa ana,33.75,-117.87,82.08,61,1,8.05,US,1599248330
307,ballina,-28.87,153.57,57.38,82,100,5.82,AU,1599248602
308,buzmeyin,38.05,58.21,78.8,22,0,2.24,TM,1599248602
309,eisiskes,54.17,25.0,61.66,77,90,4.7,LT,1599248603
310,fredericton,45.95,-66.67,81.28,42,1,12.75,CA,1599248489
311,poronaysk,49.22,143.12,59.7,95,91,7.45,RU,1599248604
312,kachug,53.96,105.88,50.31,83,0,1.86,RU,1599248604
313,bilma,18.69,12.92,97.75,24,0,5.88,NE,1599248605
314,hongjiang,27.11,110.0,69.39,92,79,2.48,CN,1599248473
315,san jeronimo,-11.95,-75.28,61.11,43,95,6.71,PE,1599248606
316,primorsko-akhtarsk,46.05,38.17,81.23,34,74,17.58,RU,1599248607
317,kaohsiung,22.62,120.31,79.14,94,75,4.7,TW,1599248607
319,camacha,33.08,-16.33,75.2,78,40,10.29,PT,1599248607
320,aras,42.56,-2.36,75.2,50,0,1.12,ES,1599248608
321,samarai,-10.62,150.67,77.45,87,93,16.02,PG,1599248608
322,yuzhno-kurilsk,44.03,145.86,61.63,93,96,8.14,RU,1599248608
323,plainfield,40.62,-74.42,85.26,40,40,10.25,US,1599248609
324,itoman,26.12,127.67,79.27,88,75,10.29,JP,1599248609
325,gayeri,12.65,0.49,77.56,85,100,6.64,BF,1599248609
326,kapchorwa,1.4,34.45,57.9,88,80,3.58,UG,1599248610
327,barra do garcas,-15.89,-52.26,96.8,25,60,3.36,BR,1599248451
328,ayotzintepec,17.67,-96.13,75.63,85,100,2.42,MX,1599248610
329,acapulco,16.86,-99.89,86.0,74,40,10.29,MX,1599248570
330,gladstone,-23.85,151.25,60.8,87,90,3.36,AU,1599248611
331,ushtobe,45.25,77.98,57.83,59,0,14.5,KZ,1599248611
332,shingu,33.73,135.98,74.59,88,90,4.25,JP,1599248612
333,daud khel,32.88,71.57,85.64,64,6,4.16,PK,1599248612
334,clyde river,70.47,-68.59,39.2,86,75,13.87,CA,1599248612
335,pangkalanbuun,-2.68,111.62,74.57,97,100,1.74,ID,1599248388
336,alice springs,-23.7,133.88,59.0,28,2,6.93,AU,1599248564
337,flinders,-34.58,150.86,52.66,80,0,1.01,AU,1599248613
339,araxa,-19.59,-46.94,86.0,20,64,5.82,BR,1599248541
340,santa fe,-31.63,-60.7,67.84,51,100,4.0,AR,1599248391
341,ilulissat,69.22,-51.1,42.8,81,75,8.05,GL,1599248614
342,wiang sa,8.64,99.37,76.32,89,100,2.84,TH,1599248614
343,griffith,41.53,-87.42,75.56,31,1,10.29,US,1599248614
344,tarabuco,-19.17,-64.92,61.48,40,0,14.09,BO,1599248615
345,la paz,-16.5,-68.15,57.2,47,75,12.75,BO,1599248458
346,thaba-tseka,-29.52,28.61,50.29,44,0,1.43,LS,1599248615
347,ituiutaba,-18.97,-49.47,93.83,15,34,7.45,BR,1599248580
348,vestmannaeyjar,63.44,-20.27,47.98,62,0,23.64,IS,1599248616
349,moose factory,51.26,-80.61,59.0,72,75,13.87,CA,1599248616
350,bethel,41.37,-73.41,80.69,39,40,10.29,US,1599248450
351,vagur,61.47,-6.81,50.99,85,94,23.24,FO,1599248617
352,ahipara,-35.17,173.17,51.46,72,37,4.45,NZ,1599248618
353,san luis,-33.3,-66.34,70.0,24,0,11.12,AR,1599248481
354,lorengau,-2.02,147.27,81.75,76,86,5.48,PG,1599248619
356,mahebourg,-20.41,57.7,68.0,72,40,17.22,MU,1599248621
357,pozhva,59.09,56.08,46.71,91,0,6.67,RU,1599248623
358,thunder bay,48.4,-89.32,61.79,62,75,13.87,CA,1599248624
359,saint george,37.1,-113.58,98.55,8,1,4.7,US,1599248454
360,port hardy,50.7,-127.42,55.4,100,75,2.24,CA,1599248625
361,manta,-0.95,-80.73,75.2,88,90,5.82,EC,1599248625
362,bisira,8.52,-81.71,64.87,100,99,3.09,PA,1599248626
364,chernogorsk,53.82,91.28,51.8,93,75,6.71,RU,1599248627
365,zhezkazgan,47.8,67.71,51.35,47,0,9.31,KZ,1599248627
366,tigil,57.8,158.67,41.63,83,67,2.77,RU,1599248627
367,meulaboh,4.14,96.13,77.94,86,100,4.0,ID,1599248480
368,saint-pierre,-21.34,55.48,61.11,82,75,4.7,RE,1599248628
369,gorom-gorom,14.44,-0.24,90.27,49,85,2.75,BF,1599248629
370,muros,42.78,-9.06,66.0,86,3,1.99,ES,1599248629
371,zalantun,48.0,122.72,58.37,74,95,14.38,CN,1599248630
372,sambava,-14.27,50.17,67.19,77,0,12.24,MG,1599248500
373,san patricio,19.22,-104.7,93.2,71,40,11.41,MX,1599248433
375,surgut,61.25,73.42,50.0,81,40,11.18,RU,1599248533
376,salinas,36.68,-121.66,68.34,60,1,8.05,US,1599248632
377,antalaha,-14.9,50.28,64.74,85,0,7.81,MG,1599248633
378,dakar,14.69,-17.44,80.6,88,40,9.17,SN,1599248508
379,poya,-21.35,165.15,65.26,69,69,6.49,NC,1599248633
380,aqtobe,50.28,57.21,44.6,45,0,2.24,KZ,1599248634
381,moron,-34.65,-58.62,63.01,59,20,3.36,AR,1599248634
382,berlevag,70.86,29.09,57.2,82,75,12.75,NO,1599248634
383,culpeper,38.5,-77.97,89.22,46,1,9.17,US,1599248635
384,lata,40.16,-8.33,72.37,43,0,4.0,PT,1599248635
385,jalu,29.03,21.55,88.97,33,0,20.11,LY,1599248636
387,nueva loja,0.08,-76.88,77.0,83,75,6.93,EC,1599248636
388,devonport,-41.17,146.35,48.02,92,38,1.99,AU,1599248636
389,shenjiamen,29.96,122.3,76.42,62,100,7.43,CN,1599248637
390,natal,-5.79,-35.21,78.8,74,75,20.8,BR,1599248637
391,urucara,-2.54,-57.76,98.51,28,61,4.47,BR,1599248637
392,quatis,-22.41,-44.26,83.1,42,45,6.02,BR,1599248638
393,moindou,-21.69,165.68,60.8,82,75,3.36,NC,1599248638
394,tezu,27.92,96.17,74.84,84,99,3.87,IN,1599248638
395,kutum,14.2,24.67,82.44,41,93,7.09,SD,1599248639
396,altay,47.87,88.12,55.87,77,62,2.06,CN,1599248640
397,cabedelo,-6.98,-34.83,80.6,65,40,18.34,BR,1599248640
398,strezhevoy,60.73,77.59,48.2,87,90,6.71,RU,1599248641
399,prainha,-1.8,-53.48,95.11,32,93,3.78,BR,1599248641
400,protvino,54.87,37.22,64.4,48,100,6.71,RU,1599248642
401,sabha,27.04,14.43,93.92,17,71,14.14,LY,1599248643
402,kedrovyy,56.17,91.82,48.2,87,99,8.95,RU,1599248643
403,ikongo,-21.88,47.43,60.35,89,92,3.74,MG,1599248644
404,lethem,3.38,-59.8,89.47,57,91,1.68,GY,1599248644
405,bridlington,54.08,-0.19,56.93,62,9,10.29,GB,1599248644
406,aykhal,66.0,111.5,46.4,75,0,2.24,RU,1599248645
407,quimper,48.0,-4.1,62.6,77,90,9.17,FR,1599248645
408,rawson,-43.3,-65.1,50.04,50,47,17.81,AR,1599248645
409,itaituba,-4.28,-55.98,98.6,32,40,9.17,BR,1599248646
410,anadyr,64.75,177.48,42.37,81,100,2.24,RU,1599248646
411,imeni poliny osipenko,52.42,136.49,57.2,97,100,3.09,RU,1599248647
412,tabou,4.42,-7.35,75.76,87,59,10.65,CI,1599248647
414,lloydminster,53.28,-110.0,66.2,55,75,13.87,CA,1599248648
415,vila velha,-20.33,-40.29,81.84,61,0,18.34,BR,1599248434
416,marawi,8.0,124.29,77.0,90,4,3.0,PH,1599248649
417,dukat,62.55,155.55,37.29,77,0,3.94,RU,1599248649
418,lewiston,44.1,-70.21,79.16,39,20,8.05,US,1599248650
419,waipawa,-41.41,175.52,54.12,76,63,25.28,NZ,1599248650
420,hohhot,40.81,111.65,53.6,76,0,6.71,CN,1599248651
421,lipin bor,60.26,37.98,59.29,83,100,8.48,RU,1599248651
422,lengshuijiang,27.69,111.43,68.85,92,100,0.98,CN,1599248390
423,rio grande,-32.03,-52.1,63.0,69,0,3.0,BR,1599248645
424,port-cartier,50.03,-66.87,63.77,63,20,8.05,CA,1599248652
